id,title,year,#votes,1,2,3,4,5,6,7,8,9,10
tt0831387,Godzilla,2014,380138,9168,6469,11026,20763,44137,85133,97595,56997,21923,26927
tt0208092,Snatch,2000,786889,5403,2411,3233,5940,12606,34507,110342,241281,217081,154085
tt1596363,The Big Short,2015,369652,1836,1017,1624,3197,8719,26951,85804,138274,68400,33830
tt0110357,The Lion King,1994,949880,5390,2150,3289,5906,14659,37127,113339,241684,245865,280471
tt0363547,Dawn of the Dead,2004,235165,2600,1323,2267,4476,10725,29670,68260,65699,26099,24046
tt1661199,Cinderella,2015,162170,2077,1210,2168,4657,12536,30202,48047,30746,13029,17498
tt0079522,Manhattan,1979,132097,2235,804,952,1725,3616,9259,23767,40994,26149,22596
tt0086066,The Outsiders,1983,76170,730,453,761,1802,4420,11338,21922,16292,7092,11360
tt0253474,The Pianist,2002,737083,6605,2197,2824,4698,9047,22103,77429,202044,238744,171392
tt4846340,Hidden Figures,2016,203214,1600,444,544,1190,3296,11721,43792,73975,37795,28857
tt1270797,Venom,2018,365306,4858,3984,7637,14215,31137,68170,104191,67527,26015,37572
tt0437086,Alita: Battle Angel,2019,231400,2056,1177,2168,4380,10843,27840,59449,62742,30907,29838
tt0104694,A League of Their Own,1992,94558,602,394,787,1784,5027,13167,28067,22928,10841,10961
tt0240772,Ocean's Eleven,2001,520142,2090,1171,1960,3916,11519,36847,129503,199171,83093,50872
tt0073486,One Flew Over the Cuckoo's Nest,1975,924328,6595,1956,2529,4708,10484,27180,91509,227996,296630,254741
